id,leftFileId,leftFilePath,rightFileId,rightFilePath,similarity,totalOverlap,longestFragment,leftCovered,rightCovered
81,0,content/submissions/submission_55937412-776a-46f4-8634-bfb43750e937.cpp,1,content/submissions/submission_09012ff5-8c30-48f3-af8a-5ed43db2a22c.cpp,0,0,0,0,0
